18,下列哪一种动物的肩带只有肩胛骨？,黑猩猩,袋鼠,猎豹,针鼹,C,D
19,哺乳动物的卵子与精子在下列哪一部分相遇？,在输卵管伞部,在输卵管壶腹部,子宫腔内,在子宫内膜上,B,B
20,脊椎动物精子排出体外的方式哪一个是不正确的？,没有生殖管道的排出,中胚层生殖嵴独立产生一套排精管道,借用肾脏的原排尿管道的排出,生殖腺壁本身延伸出管道的排出,B,A
21,估计现在在中国大陆 HIV 病毒的感染者已达：,几百万,1000 万,几万,十万,D,A
22,细胞生长时，细胞壁表现出一定的,可逆性,可塑性,弹性,刚性,B,B
23,什么是细胞核与细胞质之间的通道,核,胞间连丝,核膜孔,外连丝,C,C
24,葡萄糖转变为 1-磷酸葡萄糖需要,ATP,NAD,1，6-磷酸果糖,1，6-二磷酸葡萄糖,D,AATP
25,有关血红素、叶绿素的解释，哪一项是不正确的？,都是卟啉化合物,都与蛋白质共价结合,不能被分子态氧所氧化,它们基因有不同碱基序列,D,C
26,在植物叶片的提取液中没有测出某种酶的活性，下列说法哪一种是错误的？,酶可能被液泡中存在的丹宁变性,酶可能被蛋白酶降解,酶还是以酶原形式存在，没有成为成熟的酶,不是酶活测定的最适条件,C,C
27,在大多数情况下，植物体中水向上运输主要是依靠,内聚力张力,根压,蒸腾拉力,表面张力,C,C
28,下列哪一种是研究无机营养元素必需性的精确而又便捷的方法,土培,水培,蛭石培,砂培,B,B
29,在农业生产实践中，欲打破种子休眠，促进性别分化，促使植物抽苔开花，应选用,KT,"2,4-D",GA3,ABA,C,CGA
30,植物不同器官对生长素浓度敏感程度不同，一般来说可能是,根<芽<茎,根<芽>茎,根>芽>茎,根>芽<茎,C,C
31,一般认为，光范型作用的光受体是,叶绿素,花色素,光敏素,类胡萝卜素,C,C
32,1 分子丙酮酸经 TCA 循环及呼吸链氧化时,生成 3 分子 CO2,生成 5 分子 H2O,生成 12 个分子 ATP,有 5 次脱氢，均通过 NAD 开始呼吸链,A,ACO
33,影响秋天树木落叶的最重要因素是：,大气平均温度的变化,日照时间的变化,空气中水分的变化,生物钟引起的,B,A
34,根压的大小,当大气湿度高而蒸腾作用弱时减小,取决于木质部导管与土壤的水势差,与土壤水分经扩散作用进入木质部导管有关,通常为 2MPa 左右,B,BC
35,植物吸水与吸收矿质元素之间的关系是,有关，但不完全依赖,矿质元素吸收少则吸水多,两者无关,矿质元素吸收多则吸水多,A,A
36,正常出现肽链终止，是因为,一个与链终止三联体相应的 tRNA 不能带氨基酸;,不具有与链终止三联体相应的反密码子 tRNA,mRNA 在链终止三联体处停止合成,由于 tRNA 上出现终上密码,B,BRNA
37,在下列哪种条件下贮藏果实的效果好？,高二氧化碳浓度、低氧浓度和高乙烯浓度,低二氧化碳浓度、高氧浓度和无乙烯,低氧浓度、高二氧化碳浓度和无乙烯,无氧、无乙烯和高二氧化碳浓度,C,C
38,水稻种子在氧气供应不足的条件下的萌发特点是,胚芽长，胚根短,胚芽短，胚根长,胚芽长，胚根长,胚芽短，胚根短,A,D
39,在大豆和烟草试验中，W．W．Garner 和 H．A．Allard 观察到不论何时播种，同一品种的植株几乎同时开花，他们断定对开花起决定性作用的因素是,昼夜间黑暗与光照时间的长短,昼夜间黑暗与光照时间的长短比例,昼夜间温度差异,品种的原产地纬度高低,B,B
40,神经调节的基本方式是,反射,反应,应激,负反馈调节,C,A
41,细胞膜脂质双分子层中，镶嵌蛋白质分子分布在,仅在内表面,仅在两层之间,仅在内表面与外表面,两层之间、内表面与外表面都有,D,D
42,人体内 O2 和 CO2 进入细胞膜是通过,简单扩散,易化扩散,主动转运,胞饮,A,A
43,正常细胞内 K 离子浓度大约为细胞外 K 离子浓度的,7 倍,12 倍,30 倍,120 倍,C,C
44,当达到 K 离子平衡电位时,细胞膜两侧的 K 离子浓度梯度为零,细胞膜外的 K 离子浓度大于膜内的 K 离子浓度,细胞膜两侧的电位梯度为零,细胞膜内侧的 K 离子不再外流,D,DK
45,神经冲动到达运动神经末梢时，可引起末梢前膜的,Na 离子通道关闭,Ca 离子通道关闭,Ca 离子通道开放,Cl 离子通道开放,C,CC
46,NH3 进入细胞膜的机制属于,自由扩散,协助扩散,主动运输,与 A、B、C 均无关,A,B
47,哪些病基础代谢率明显升高,甲状腺机能亢进,糖尿病,甲状腺机能低下,呆小症,A,A
48,结扎输卵管后的妇女,无排卵，有月经,无排卵，无月经,有排卵，有月经,有排卵，无月经,C,C
49,人与动物的区别之一是,具有第一信号系统,具有第一和第二信号系统,具有条件反射能力,具有对具体信号形成条件反射的能力,B,B
50,果蝇中隐性基因 a、b 和 c 是性连锁的。两个亲本杂交产生的 F1 是++ +/abc 和 abc/Y。 若将这两个 F1 个体杂交，则正确的结果是：,交换值不能根据产生的 F2 估算,仅按 F2 中的雄果蝇就可以测定交换值,可以按产生的所有子代估计交换值,等位基因 a 和 b 在雌性 F1 是反式排列的,B,BF
51,下列哪个糖是非还原糖,D-果糖,D-半乳糖,乳糖,蔗糖,D,CD
52,免疫球蛋白是一种,铁蛋白,糖蛋白,核蛋白,铜蛋白,B,B
53,一分子葡萄糖完全氧化可以生成多少分子 ATP,35,38,32,24,B,B
54,厌氧条件下，哪一种化合物会在哺乳动物的肌肉组织中积累,乳酸,丙酮酸,葡萄酸,CO2,A,A
55,电子传递链中的哪种组分是脂溶性的,辅酶 Q,黄素蛋白,细胞色素,FADH2,A,AQ
56,氰化钾是什么物质的抑制剂,细胞色素 C,超氧化物歧化酶,ATP 酶,细胞色素氧化酶,D,D
57,热变性的 DNA 分子，在适当条件下可以复性，条什之一是,浓缩,加入无机盐,骤然冷却,缓慢冷却,D,D
58,稀有核苷酸碱基主要是在下列哪类核酸中发现,rRNA,mRNA,tRNA,核仁 DNA,C,CRNA
59,逆转录酶是( )聚合酶。,以 DNA 为模板的 RNA,以 RNA 为模板的 DNA,以 RNA 为模板的 RNA,以 DNA 为模板的 DNA,B,BRNADNA
60,引起人类砂眼病和鸟类鹦鹉热的病原体是,支原体,病毒,衣原体,立克次氏体,C,C
61,土霉素的产生菌属于,细菌,霉菌,链霉菌,放线菌,D,D
62,破伤风抗毒素是以( )为抗原注射于马体后得到的可治疗破伤风病的生物制品,外毒素,内毒素,类毒素,破伤风杆菌,C,C
63,链霉素的抗菌方式为,阻止细胞壁合成,影响细胞膜功能,抑制蛋白质合成,干扰核酸合成,C,C
64,以有机物为基质的生物氧化反应中，主要以外源无机氧化物作为最终电子受体，称为,好氧呼吸,无氧呼吸,发酵,分子内呼吸,B,A
65,原核微生物的质粒是细菌等的,染色体 DNA,细胞器 DNA,核外 DNA,附加体,C,CDNA
66,在抗病毒性感染中起主要作用,干扰素,抗毒素,类毒索,抗生素,A,A
67,下列哪种方法可用于总活菌数计数,浊度计比色法,光电比色法,血球计算板法,平板菌落计数法,D,D
68,不能杀伤靶细胞的免疫细胞为,T 细胞,B 细胞,巨噬细胞,NK 细胞,B,BB
69,固氮酶中含有的金属元素为,Co 与 Fe,Pd 与 Fe,Pt 与 Fe,Mo 与 Fe,D,DMF
70,凡能进行转化的受体菌必需处于,趋受态,趋化态,感化态,感受态,D,D
71,下列原核微生物中，靠节肢动物传播引起人类疾病的是,砂眼衣原体,普氏立克次氏体,肺炎支原体,梅毒螺旋体,B,B
72,对青霉素不敏感的微生物是,支原体,衣原体,立克次氏体,葡萄球菌,A,D
73,在柠檬酸发酵工业中最常用的微生物是,酵母,曲霉,根霉,青霉,B,A
74,下列植物那组全是种子植物,黑藻、松叶兰,狸藻、种子蕨,狐尾藻、问荆,地钱、水绵,B,C
75,下列那组细胞器具有遗传物质 DNA,细胞核、高尔基体,细胞核、内质网,叶绿体、线粒体,高尔基体、线粒体,C,C
76,根据射线的细胞排列的形状，判断哪个是切向切面,多个射线细胞排成直线，多个直射线成放射状,多个射线细胞排成纺锤型(或梭形),射线细胞为多列长方形，多个细胞横叠着颇似砖墙,射线细胞无规律排列,B,B
77,玉米茎的维管束散生在基本组织中，但维管束鞘内的维管系统排列的顺序是一定的，下列哪组由茎中心向外排列的顺序正确,原生木质部→后生木质部→原生韧皮部→后生韧皮部,原生木质部→后生木质部→后生韧皮部→原生韧皮部,后生木质部→原生木质部→后生韧皮部→原生韧皮部,后生木质部→原生木质部→原生韧皮部→后生韧皮部,B,B
78,下列四种植物中根或茎的次生生长为正常次生生长,朱蕉茎,白薯肉质根,洋槐茎,甜菜肉质根,C,C
79,哪二种因素不可能使种子失去活力？,酶物质的破坏,贮藏物质的消耗,种子的含水量维持在 10%左右,胚细胞的衰退死亡,C,C
80,组成胞间层(中胶层)的物质主要是,半纤维素,蛋白质,果胶质,脂类,C,C
81,哪种真菌属于子囊菌？,根霉,灵芝,酵母菌,蘑菇,C,C
82,种子萌发形成幼苗的最初阶段不会出现的现象是,细胞数量增加,胚的呼吸强度增加,幼苗鲜重大于种子鲜重,幼苗干重大于种子干重,D,D
83,葫芦科的花是,两性花,雌雄同株,雌雄异株,雌雄同株或异株,D,D
84,根与茎皮层结构的主要区别,根皮层的薄壁组织细胞壁薄,茎皮层的薄壁组织细胞壁薄,根皮层的薄壁组织细胞间隙大,根具有内皮层,D,D
85,幼苗子叶留土的主要原因是种子萌发时哪一部份几乎不伸长？,上胚轴,下胚轴,胚根,胚芽,B,B
86,细胞停止生长后所形成的细胞壁称为：,胞间层,次生壁,初生壁,纹孔,B,B
87,在植物生活周期中，与世代交替相联系并作为它们特征的两种重要过程是：,有丝分裂、减数分裂,减数分裂、受精作用,有丝分裂、受精作用,无丝分裂、有丝分裂,B,B
88,下列哪一特征是藻类植物，苔藓植物和蕨类植物所共有的：,孢子体和配子体均能独立生活,都含有叶绿素 a 和 b 的光合色素,均以孢子进行无性生殖,均具卵式生殖,C,C
91,一个植物细胞或原生质体可以培养成一完整植株，这证明了：,细胞的再生作用,细胞的全能性,细胞的分化,细胞的脱分化,B,B
93,下列植物哪种具有种子：,石松,地钱,银杏,裸蕨,C,C
94,根上的侧根是由哪里产生的：,表皮,皮层,中柱鞘,髓,C,C
95,在下列群落演替系列中，哪一种演替属于异养演替。,从湖泊到森林,从裸岩开始的演替,从一个动物尸体开始的演替,从荒废农田开始的演替,C,C
96,假定有两种植物共同生长在一个盆中，当两种植物被分开种植物时，一种死掉了，另一种生长得要好得多，请问它们之间是什么关系？,寄生,共生,自养,异养,A,A
97,食蚜蝇长得极像是蜜峰，这种现象属于：,警戒色,混淆色,拟态,隐蔽,C,C
98,有些蝶类翅上生有很多小眼斑，其功能是,装饰,吓退小鸟,吸引小鸟啄食,吸引异性,B,B
99,酶促反应中酶的作用在于,提高反应的活化能,促使正向反应速度的提高,降低反应的活化能,以上都不对,C,C
102,以下哪些特征是棘皮动物与其它无脊椎动物都不同的,次生辐射对称,体腔形成的水管系统,骨骼均由中胚层发生,胚孔成为成体的口,ABC,B
103,以下哪些属于结缔组织,脂肪,血液,淋巴液,硬骨,ABCD,ABCD
104,下列那组植物的结构为配子体,花粉管、颈卵器托,精子器托、胚囊,原叶体、原绿体,蒴帽、蒴柄,ABC,B
105,下列那组植物有相同的减数分裂类型,海松藻、伞藻,石纯、石松,水绵、衣藻,水绵、海松藻,ABC,C
106,下列哪组植物的配子体为雌雄同体,松叶兰、中华卷柏,卷柏、石松,松叶兰、肾蕨,铁线蕨、石松,CD,A
107,指出下列正确叙述植物减数分裂的是,石纯的孢子体进行减数分裂,水绵的合子进行减数分裂,海松减数分裂直接产生配子,葫芦藓减数分裂产生配子,ABC,C
